Unnamed: 0,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date,Weekday
3524,1988,Qtr 3,September,19,Antonov,Antonov AN 26?,Near Miram Pakistan,Force Air Republican Afghan - Military,0,34,34,Pakistan,1988-09-19,Monday
3525,1988,Qtr 4,October,2,Unknown,Beech King Air F90PT LJR,Sao Pedro da Aldeia Brazil,Aramar,0,8,8,Brazil,1988-10-02,Sunday
3526,1988,Qtr 4,October,4,Antonov,Antonov 12BPCCCP 11418,Near Batagay Russia,Aeroflot,0,6,6,Russia,1988-10-04,Tuesday
3527,1988,Qtr 4,October,7,Ilyushin,Ilyushin IL 14PB,Linfen China,Airlines Shanxi,2,44,48,China,1988-10-07,Friday
3528,1988,Qtr 4,October,11,Boeing,Boeing KC 135A60,Wurtsmith AFB Michigan,Force Air U.S. - Military,0,6,17,USA,1988-10-11,Tuesday
3529,1988,Qtr 4,October,17,Boeing,Boeing B 707,Rome Italy,Airlines Uganda,0,33,52,Italy,1988-10-17,Monday
3530,1988,Qtr 4,October,19,Fokker,Fokker F 27 Friendship 100VT,Gauhati India,Vayudoot,0,34,34,India,1988-10-19,Wednesday
3531,1988,Qtr 4,October,19,Boeing,Boeing B 737,Near Ahmedabad India,Airlines Indian,0,124,129,India,1988-10-19,Wednesday
3532,1988,Qtr 4,October,25,Fokker,Fokker F 28 Fellowship 1000OB,Juliaca Peru,Peru Aero,0,12,69,Peru,1988-10-25,Tuesday
3533,1988,Qtr 4,November,2,Antonov,Antonov AN 24BSP,Near Rzeszow Poland,Airlines Polish Lot,0,1,29,Poland,1988-11-02,Wednesday
3534,1988,Qtr 4,November,14,Embraer,Embraer 110P1 BandeiranteOH EBA,Ilmajoki Finland,Wings Wasa,0,6,12,Finland,1988-11-14,Monday
3535,1988,Qtr 4,November,18,Swearingen,Swearingen SA 226TC Metro IIF,Montluçon France,Littoral Air,0,4,4,France,1988-11-18,Friday
3536,1988,Qtr 4,November,30,De Havilland,de Havilland Canada DHC 6 Twin Otter 3005A,Hamada al Hambra Libya,Libya Club Aero,0,14,14,Libya,1988-11-30,Wednesday
3537,1988,Qtr 4,December,7,Let,Let 410UVPCCCP 67127,Kodinsk Russia,Aeroflot,0,6,14,Russia,1988-12-07,Wednesday
3538,1988,Qtr 4,December,8,McDonnell Douglas,Douglas DC 7CFN284,Bîr Mogreïn Mauritania,Aviation G & T,0,5,5,Mauritania,1988-12-08,Thursday
3539,1988,Qtr 4,December,10,Antonov,Antonov AN 32?,AfghanistanMilitary - Afghan Republican Air Force,Unknown,0,25,25,Afghanistan,1988-12-10,Saturday
3540,1988,Qtr 4,December,11,Ilyushin,Ilyushin IL 76 / Mi,Leninakan Armenia,USSRMilitary - Russian Air Force / Military - Russian Air Force,0,77,83,Armenia,1988-12-11,Sunday
3541,1988,Qtr 4,December,14,Boeing,Boeing B 707,Near Luxor Egypt,Air GAS,5,8,8,Egypt,1988-12-14,Wednesday
3542,1988,Qtr 4,December,21,Boeing,Boeing B 747,Lockerbie Scotland,Airways World American Pan,11,259,259,UK,1988-12-21,Wednesday
3543,1989,Qtr 1,January,8,Boeing,Boeing B 737,Leicestershire England,Airways Midland British,0,47,126,UK,1989-01-08,Sunday
3544,1989,Qtr 1,January,31,Boeing,Boeing KC 135A63,Near Abilene Texas,Force Air U.S. - Military,0,19,19,USA,1989-01-31,Tuesday
3545,1989,Qtr 1,February,3,Fokker,Fokker F 27 Friendship 600XY,Rangoon Myanmar,Airways Burma,0,26,29,Myanmar,1989-02-03,Friday
3546,1989,Qtr 1,February,6,Vickers,Vickers 952F VanguardF GEJE,Marseille France,RAM,0,3,3,France,1989-02-06,Monday
3547,1989,Qtr 1,February,8,Boeing,Boeing B 707,Santa Maria Azores,Portugal Independent Air Inc.,0,144,144,Portugal,1989-02-08,Wednesday
3548,1989,Qtr 1,February,19,Boeing,Boeing 747 249FN807FT,Near Kuala Lumpur Malaysia,Line Tiger Flying,0,4,4,Malaysia,1989-02-19,Sunday
3549,1989,Qtr 1,February,24,Boeing,Boeing B 747,Honolulu Hawaii,Lines Air United,0,9,356,USA,1989-02-24,Friday
3550,1989,Qtr 1,February,28,McDonnell Douglas,Douglas C 47AC,Near Quebec City Quebec,Canada Transfair,0,2,2,Canada,1989-02-28,Tuesday
3551,1989,Qtr 1,March,10,Britten Norman,Britten Norman BN 2A TrislanderOB,Lima Peru,Condor Aero,0,10,10,Peru,1989-03-10,Friday
3552,1989,Qtr 1,March,10,Fokker,Fokker F 28 Fellowship 1000C,Dryden Ontario,Canada Air Ontario,0,24,69,Canada,1989-03-10,Friday
3553,1989,Qtr 1,March,15,NAMC,NAMC YS 11A,West Lafayette Indiana,Air Pacific Mid,0,2,2,USA,1989-03-15,Wednesday
3554,1989,Qtr 1,March,18,McDonnell Douglas,McDonnell Douglas DC 9,Carswell AFB Texas,Airlines International Evergreen,0,2,2,USA,1989-03-18,Saturday
3555,1989,Qtr 1,March,20,Sikorsky,Sikorsky CH 53D157140,Pohang South,Corps Marine U.S. - KoreaMilitary,0,19,34,South Korea,1989-03-20,Monday
3556,1989,Qtr 1,March,21,Boeing,Boeing B 707,Guarulhos Brazil,Transbrasil,18,3,3,Brazil,1989-03-21,Tuesday
3557,1989,Qtr 2,April,10,Fairchild,Fairchild FH 227BF,Col de Tourniol France,EAS Service Aero Europe,0,22,22,France,1989-04-10,Monday
3558,1989,Qtr 2,April,19,Pilatus,Pilatus PC 6 Turbo PorterFAC,Near Cucuta Colombia,Satena,0,11,11,Colombia,1989-04-19,Wednesday
3559,1989,Qtr 2,April,26,Aérospatiale,Aérospatiale SE 210 CaravelleHK,Baranquilla Colombia,Colombia Aerosucre,0,5,5,Colombia,1989-04-26,Wednesday
3560,1989,Qtr 2,May,5,Britten Norman,Britten Norman BN 2A Trislander IIXA,Near Cancun Mexico,Cozumel Aero,0,6,19,Mexico,1989-05-05,Friday
3561,1989,Qtr 2,May,8,Beechcraft,Beechcraft 99SE IZO,Oskarshamn Sweden,Air Holmstoem,0,16,16,Sweden,1989-05-08,Monday
3562,1989,Qtr 2,May,9,Bell,Bell 412JA9596,Near Tainjin China,Asahi Aero,0,10,0,China,1989-05-09,Tuesday
3563,1989,Qtr 2,June,7,McDonnell Douglas,McDonnell Douglas DC 8 Super 62N1809E,Near Paramaribo Surinam,Airways Surinam,0,176,187,Suriname,1989-06-07,Wednesday
3564,1989,Qtr 2,June,11,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HK,Vereda el Salitre Colombia,Aerotaca,0,6,22,Colombia,1989-06-11,Sunday
3565,1989,Qtr 2,June,17,Ilyushin,Ilyushin IL 62MKDDR,Berlin Germany,Interflug,1,20,113,Germany,1989-06-17,Saturday
3566,1989,Qtr 2,June,18,Antonov,Antonov AN 26YA,Zabol Iran,Airlines Afghan Ariana,0,6,39,Iran,1989-06-18,Sunday
3567,1989,Qtr 2,June,22,De Havilland,de Havilland Canada DHC 5D BuffaloFAP,Near Tarma Peru,Peru del Aérea Fuerza,0,62,62,Peru,1989-06-22,Thursday
3568,1989,Qtr 2,June,27,Cessna,Cessna 404 Titan Courier IIB 12206,Kaohsiung Taiwan,Airlines Formosa,0,12,13,Taiwan,1989-06-27,Tuesday
3569,1989,Qtr 2,June,28,Hawker Siddeley,Hawker Siddeley HS 748,Yaounde,Airlines CameroonCameroon,0,3,47,Cameroon,1989-06-28,Wednesday
3570,1989,Qtr 2,June,28,Fokker,Fokker F 27 Friendship 600RF6O,Near Borana Somalia,Airlines Somali,0,30,30,Somalia,1989-06-28,Wednesday
3571,1989,Qtr 2,June,29,Dassault,Dassault Falcon 20N125CA,Cartersville Georgia,Calair,0,2,2,USA,1989-06-29,Thursday
3572,1989,Qtr 3,July,19,McDonnell Douglas,McDonnell Douglas DC 10,Sioux City Iowa,Lines Air United,0,112,298,USA,1989-07-19,Wednesday
3573,1989,Qtr 3,July,19,Beechcraft,Beech E18SN138JR,Glen Burnie Maryland,Inc. Airlines Centre - Taxi Air,0,2,5,USA,1989-07-19,Wednesday
3574,1989,Qtr 3,July,19,Antonov,Antonov AN 26CCCP,Talourow Island USSRAeroflot,Unknown,0,10,10,Russia,1989-07-19,Wednesday
3575,1989,Qtr 3,July,21,Rohrbach,BAC One Eleven 516FPRP,Manila Philippines,Lines Air Philippine,8,1,98,Philippines,1989-07-21,Friday
3576,1989,Qtr 3,July,21,De Havilland,de Havilland Canada DHC 6 Twin Otter 300P2,Porgera New,GuineaTalair,0,3,22,Papua New Guinea,1989-07-21,Friday
3577,1989,Qtr 3,July,23,Unknown,Mil Mi 8 / Mil Mi,Near Jalalabad Afghanistan,Force Air Republican Afghan - Military,0,30,30,Afghanistan,1989-07-23,Sunday
3578,1989,Qtr 3,July,26,Antonov,Antonov AN 26?,Near Chana Angola,Force Air Angolan - Military,0,42,48,Angola,1989-07-26,Wednesday
3579,1989,Qtr 3,July,27,Sikorsky,Sikorsky S 58T?,Off Ullung Do South,Airlines KoreaUniversal,0,13,19,South Korea,1989-07-27,Thursday
3580,1989,Qtr 3,July,27,McDonnell Douglas,McDonnell Douglas DC 10,Tripoli Libya,Airlines Korean,4,75,199,Libya,1989-07-27,Thursday
3581,1989,Qtr 3,July,31,Convair,Convair CV 580ZK,Auckland New,Zealand New Freight ZealandAir,0,3,3,New Zealand,1989-07-31,Monday
3582,1989,Qtr 3,August,3,Unknown,Shorts 330 200SX,Samos Greece,Aviation Olympic,0,34,34,Greece,1989-08-03,Thursday
3583,1989,Qtr 3,August,7,De Havilland,de Havilland DHC 6 Twin Otter 300ET,Near Gambela Ethiopia,Service Air RRC,0,16,16,Ethiopia,1989-08-07,Monday
3584,1989,Qtr 3,August,8,Britten,Britten  Norman BN,Near Midford Sound New,Air ZealandAspring,0,10,10,New Zealand,1989-08-08,Tuesday
3585,1989,Qtr 3,August,13,Cessna,Cessna 177RGN1976Q,Janice Mississippi,Private,0,2,2,USA,1989-08-13,Sunday
3586,1989,Qtr 3,August,15,Antonov,Antonov AN 24RVB,Shanghai China,China China Eastern Airlines,0,34,40,China,1989-08-15,Tuesday
3587,1989,Qtr 3,August,25,Fokker,Fokker F 27 Friendship 200AP,Near Gilgit Pakistan,Airlines International Pakistan,0,54,54,Pakistan,1989-08-25,Friday
3588,1989,Qtr 3,September,3,Ilyushin,Ilyushin IL 62MCU,Near Havana Cuba,Aviacion de Cubana,45,126,126,Cuba,1989-09-03,Sunday
3589,1989,Qtr 3,September,3,Boeing,Boeing B 737,Near Sao Jose do Xingu Brazil,Varig,0,13,54,Brazil,1989-09-03,Sunday
3590,1989,Qtr 3,September,8,Convair,Convair CV 580LN,Skagerrak Denmark,Partnair,0,55,55,Denmark,1989-09-08,Friday
3591,1989,Qtr 3,September,15,De Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Near Bentuni Indonesia,Airlines Nusantara Merpati,0,22,22,Indonesia,1989-09-15,Friday
3592,1989,Qtr 3,September,15,Unknown,Beech King Air B100N887PE,Mayfield Kentucky,Aviation Cap Wehite,0,6,6,USA,1989-09-15,Friday
3593,1989,Qtr 3,September,19,McDonnell Douglas,McDonnell Douglas DC 10,Near Bilma Niger,Aeriens Transportes des Union,0,171,171,Niger,1989-09-19,Tuesday
3594,1989,Qtr 3,September,20,Unknown,Military   U.S. Air Force57,Fairbanks Alaska,KC-135E Boeing,0,2,7,USA,1989-09-20,Wednesday
3595,1989,Qtr 3,September,20,Boeing,Boeing B 737,La Guardia Airport New,New York          York USAir,0,2,63,New Zealand,1989-09-20,Wednesday
3596,1989,Qtr 3,September,21,Unknown,Mil Mi 8 (helicopter)?,"Centeral Afghanistan
AfghanistanMilitary - Afghan Republican Air Force",Unknown,0,26,26,Afghanistan,1989-09-21,Thursday
3597,1989,Qtr 3,September,21,Unknown,Mil Mi 17 ( helicopter)?,Near Baghran Afghanistan,Force Air Republican Afghan - Military,0,24,24,Afghanistan,1989-09-21,Thursday
3598,1989,Qtr 3,September,23,Dornier,Dornier Do 288,Ujani Dam India,Vayudoot,0,11,11,India,1989-09-23,Saturday
3599,1989,Qtr 3,September,26,Swearingen,Swearingen SA.227AC Metro IIIC GSLB,Terrace,Airlines CanadaSkylink,0,7,7,Canada,1989-09-26,Tuesday
3600,1989,Qtr 3,September,27,De Havilland,de Havilland Canada DHC 6 Twin Otter 300N75GC,Grand Canyon National Park Airport Tusayan,Arizona Grand Canyon Airlines,0,10,21,USA,1989-09-27,Wednesday
3601,1989,Qtr 3,September,28,Antonov,Antonov An 32CCCP,Semyonovka,Unknown,0,9,9,Armenia,1989-09-28,Thursday
3602,1989,Qtr 4,October,4,Boeing,Boeing KC 135A56,Perth Ontario,Canada Military - U.S. Air Force,0,4,4,Canada,1989-10-04,Wednesday
3603,1989,Qtr 4,October,6,Cessna,Cessna 208 Caravan IN208W,Uncertain Texas,Air Winchester,0,5,5,USA,1989-10-06,Friday
3604,1989,Qtr 4,October,10,Unknown,Agusta A109A MK IIN21FL,Lacey Township New,Corp. Aviation Paramount - Taxi JerseyAir,0,5,5,New Zealand,1989-10-10,Tuesday
3605,1989,Qtr 4,October,10,Cessna,Cessna 402C UtililinerOB T,Urpay Peru,TAUSA,0,12,12,Peru,1989-10-10,Tuesday
3606,1989,Qtr 4,October,18,Ilyushin,Ilyushin IL 76MDCCCP,Nasosny Russia,Force Air Russian - Military,0,57,57,Russia,1989-10-18,Wednesday
3607,1989,Qtr 4,October,20,Ilyushin,Ilyushin IL 76TDCCCP,Leninakan Russia,Aeroflot,0,15,15,Russia,1989-10-20,Friday
3608,1989,Qtr 4,October,21,Boeing,Boeing B 727,Near Tegucigalpa Honduras,TAN,0,127,146,Honduras,1989-10-21,Saturday
3609,1989,Qtr 4,October,26,Boeing,Boeing B 737,Hualien China,(Taiwan) Airlines China,0,54,54,China,1989-10-26,Thursday
3610,1989,Qtr 4,October,26,Antonov,Antonov AN 2609,Petropavlovsk USSRMilitary,Force Air Soviet -,0,36,36,Russia,1989-10-26,Thursday
3611,1989,Qtr 4,October,28,De Havilland,de Havilland DHC 6 Twin Otter 300N707PV,Halawa Point Molokai,Hawaii Aloha Island Air,0,20,20,USA,1989-10-28,Saturday
3612,1989,Qtr 4,November,9,Britten,Britten  Norman BN,Monrovia Liberia,Ttansport Air Weasua,0,2,10,Liberia,1989-11-09,Thursday
3613,1989,Qtr 4,November,10,CASA,Casa 212 AviocarLDF 46,Maluti Mountains Lesotho,Force Defence Lesotho Royal - Military,0,18,18,Lesotho,1989-11-10,Friday
3614,1989,Qtr 4,November,21,Antonov,Antonov AN 24CCCP,Near Tyumem Russia,Aeroflot,0,34,42,Russia,1989-11-21,Tuesday
3615,1989,Qtr 4,November,23,Unknown,Mil Mi 4 / Mil Mi,AlbaniaMilitary - People's Army/ Military - Peoples Air Force,Unknown,0,24,24,Albania,1989-11-23,Thursday
3616,1989,Qtr 4,November,25,Fokker,Fokker F 28 Fellowship 4000HL,Seoul South,Airlines KoreaKorean,0,1,52,South Korea,1989-11-25,Saturday
3617,1989,Qtr 4,November,27,Lockheed Martin,Lockheed L 100,Near Jamba Angola,Aviation Tepper,0,5,5,Angola,1989-11-27,Monday
3618,1989,Qtr 4,November,27,Boeing,Boeing B 727,Bogota Colombia,Avianca,3,107,107,Colombia,1989-11-27,Monday
3619,1989,Qtr 4,November,28,Cessna,Cessna 402YV 478C,Charallave Venezuela,Cave Aéreas Lineas,0,3,7,Venezuela,1989-11-28,Tuesday
3620,1989,Qtr 4,November,28,Britten,Britten  Norman BN,Block Island Rhode,Airlines England IslandNew,0,8,8,USA,1989-11-28,Tuesday
3621,1989,Qtr 4,December,1,CASA,CASA 212 Aviocar 200N296CA,Patuxent Maryland,Army U.S. - Military,0,5,5,USA,1989-12-01,Friday
3622,1989,Qtr 4,December,21,Lockheed Martin,Lockheed C 130ATAM,Near Guayaramerin Bolivia,Force Air Bolivian - Military,0,24,28,Bolivia,1989-12-21,Thursday
3623,1989,Qtr 4,December,26,British Aerospace,British Aerospace 3101 Jetstream 31N410UE,Pasco Washington,Express United,0,6,6,USA,1989-12-26,Tuesday
3624,1989,Qtr 4,December,28,Antonov,Antonov AN 24RVYR,Near Visina Romania,TAROM,0,7,7,Romania,1989-12-28,Thursday
3625,1989,Qtr 4,December,30,Cessna,Cessna 207 / Cessna 207ZK DAX / ZK,Milford SoundAir Fiordland,Unknown,0,5,5,New Zealand,1989-12-30,Saturday
3626,1990,Qtr 1,January,2,CASA,CASA 212 Aviocar 200PK PCM,Java Sea Indonesia,Service Air Pelita,0,9,16,Indonesia,1990-01-02,Tuesday
3627,1990,Qtr 1,January,13,Tupolev,Tupolev TU 134ACCCP,Near Pervouralsk Russia,Aeroflot,0,27,71,Russia,1990-01-13,Saturday
3628,1990,Qtr 1,January,15,CASA,CASA 212 Aviocar 200TI SAB,Pico Blanco Costa,RicaSANSA,0,23,23,Costa Rica,1990-01-15,Monday
3629,1990,Qtr 1,January,17,Cessna,Cessna 208A Caravan I CargomasterN835FE,Near Leadville Colorado,Express Federal,0,1,1,USA,1990-01-17,Wednesday
3630,1990,Qtr 1,January,23,CASA,CASA 212 200 AviocarARV,Near Caracas Venezuela,Navy Venezuelan - Military,0,25,25,Venezuela,1990-01-23,Tuesday
3631,1990,Qtr 1,January,25,Boeing,Boeing B 707,Cove Neck New,YorkAVIANCA,0,73,158,New Zealand,1990-01-25,Thursday
3632,1990,Qtr 1,January,25,Hawker Siddeley,Hawker Siddeley HS 748,Mt Rijani Lombok,Indonesia          Island Airfast Services,0,19,19,Indonesia,1990-01-25,Thursday
3633,1990,Qtr 1,January,26,Antonov,Antonov AN 26V	 BNMAU,Zavkhan Mongolia,Airlines Mongolian - MIAT,0,30,30,Mongolia,1990-01-26,Friday
3634,1990,Qtr 1,January,27,Nord,Nord 262C 66TN,Near Kinkala Congo,Force Air Congolese - Military,0,28,28,Democratic Republic of Congo,1990-01-27,Saturday
3635,1990,Qtr 1,January,29,Cessna,Cessna 208B Caravan IN4688B,Burlington Vermont,Express Airborne,0,2,2,USA,1990-01-29,Monday
3636,1990,Qtr 1,January,29,Cessna,Cessna 208B Caravan I Super CargomasterN854FE,Plattsburgh New,Airways YorkWiggins,0,1,1,New Zealand,1990-01-29,Monday
3637,1990,Qtr 1,February,5,Grumman,Grumman G 159 Gulfstream IHK,Near Ibague Colombia,Colombia de Nacionales Helicopteros,0,15,15,Colombia,1990-02-05,Monday
3638,1990,Qtr 1,February,12,Fokker,Fokker 27 Friendship 200PT LCG,Bauru Brazil,(Brazil) TAM,2,2,40,Brazil,1990-02-12,Monday
3639,1990,Qtr 1,February,14,Airbus,Airbus A320 231VT,Near Bangalore India,Airlines Indian,0,92,146,India,1990-02-14,Wednesday
3640,1990,Qtr 1,February,17,Unknown,DHC  5 BuffaloAF316,Near Ngwerere Zambia,Force Air Zambian - Military,0,29,29,Zambia,1990-02-17,Saturday
3641,1990,Qtr 1,February,27,Cessna,Cessna 208A Caravan I CargomasterN820FE,Denver Colorado,Express Federal,0,1,1,USA,1990-02-27,Tuesday
3642,1990,Qtr 1,March,1,MiG,MiG  23?,Near Meerut India,Force Air Indian - Military,50,0,1,India,1990-03-01,Thursday
3643,1990,Qtr 1,March,12,Sikorsky,Sikorsky S 58ET (helilcopter)EC,Off Freetown Sierre,LeoneHelicsa,0,11,13,Sierra Leone,1990-03-12,Monday
3644,1990,Qtr 1,March,21,Lockheed Martin,Lockheed L 188CF ElectraHR,Las Mesitas Honduras,Honduras TAN,0,3,3,Honduras,1990-03-21,Wednesday
3645,1990,Qtr 1,March,23,Antonov,Antonov AN 26CU,Santiago de CubaCubana de Aviacion,Unknown,0,4,46,Cuba,1990-03-23,Friday
3646,1990,Qtr 1,March,27,Ilyushin,Ilyushin IL 76MDCCCP,Kabul Afghanistan,Aeroflot,0,11,11,Afghanistan,1990-03-27,Tuesday
3647,1990,Qtr 1,March,27,CASA,CASA 212 Aviocar 300T 410,Near Kuito Angola,Force Air Angolan - Military,0,25,25,Angola,1990-03-27,Tuesday
3648,1990,Qtr 2,April,12,De Havilland,de Havilland Canada DHC 6 Twin Otter 300LN,Off Vaeroy Norway,Flyveselksap Wideroe's,0,5,5,Norway,1990-04-12,Thursday
3649,1990,Qtr 2,April,18,De Havilland,de Havilland Canada DHC 6 Twin Otter 200N187AS,Off Contadora Panama,Aeroperlas,0,20,22,Panama,1990-04-18,Wednesday
3650,1990,Qtr 2,April,20,Lockheed Martin,Lockheed C 130H9T,Near Kinshasa Zaire,Force Air Zairean - Military,0,20,24,Democratic Republic of Congo,1990-04-20,Friday
3651,1990,Qtr 2,April,26,McDonnell Douglas,Douglas DC 3 (C,Near Manila Philippines,System Transport Aero Manila - MATS,0,7,24,Philippines,1990-04-26,Thursday
3652,1990,Qtr 2,April,30,Avro,Avro Shackleton AEW 2WR965,Tarbert England,Force Air Royal - Military,0,10,10,UK,1990-04-30,Monday
3653,1990,Qtr 2,April,30,Beechcraft,Beechcraft C99C FGAW,Ship Sands Island ON,Canada Frontier Air,0,1,4,Canada,1990-04-30,Monday
3654,1990,Qtr 2,May,5,McDonnell Douglas,Douglas DC 6BFN84BL,Guatamala City  Guatemala,Company Transit Aerial,24,3,3,Guatemala,1990-05-05,Saturday
3655,1990,Qtr 2,May,10,Fairchild,Fairchild F 27F,Tuxtla-Gutierrez Mexico,Avicsa,0,20,40,Mexico,1990-05-10,Thursday
3656,1990,Qtr 2,May,11,Transall,Transall C 160D50,Near Wurzburg  Germany,Luftwaffe - Military,0,10,10,Germany,1990-05-11,Friday
3657,1990,Qtr 2,May,11,Boeing,Boeing B 737,Manila Philippines,Lines Air Philippine,0,8,119,Philippines,1990-05-11,Friday
3658,1990,Qtr 2,May,18,Beechcraft,Beechcraft 1900C 1RP,Manila Philippines,Philippines Aerolift,4,21,21,Philippines,1990-05-18,Friday
3659,1990,Qtr 2,June,6,Fairchild,Fairchild FH 227BPT,Near Altamira Brazil,TABA,0,23,42,Brazil,1990-06-06,Wednesday
3660,1990,Qtr 2,June,6,De Havilland,de Havilland Canada DHC 6 Twin Otter 300C,Thistle Lake Northwest,Canada          Territory Ptarmigan Airways,0,2,2,Canada,1990-06-06,Wednesday
3661,1990,Qtr 2,June,10,Rohrbach,BAC One Eleven 528FLG,Oxfordshire England,Airways British,0,0,87,UK,1990-06-10,Sunday
3662,1990,Qtr 3,July,5,Britten,Britten  Norman 2B,Near Port Morseby New,Airways GuineaDouglas,0,8,12,Papua New Guinea,1990-07-05,Thursday
3663,1990,Qtr 3,July,27,Unknown,Mil Mi 8 (helicopter)?,Near Maymaneh Afghanistan,Force Air Republican Afghan - Military,0,30,30,Afghanistan,1990-07-27,Friday
3664,1990,Qtr 3,July,31,Unknown,Beech King Air B90OB 1362,Near Huanuco Peru,Nacional Expresso Servicio,0,9,9,Peru,1990-07-31,Tuesday
3665,1990,Qtr 3,August,1,Yakovlev,Yakovlev YAK 40CCCP,Stepanakert Azerbaijan,USSRAeroflot,0,47,47,Azerbaijan,1990-08-01,Wednesday
3666,1990,Qtr 3,August,10,Antonov,Antonov AN 12?,Near Shindand Afghanistan,Force Air Republican Afghan - Military,0,83,83,Afghanistan,1990-08-10,Friday
3667,1990,Qtr 3,August,27,Bell,Bell BHT 206,Elkhorn Wisconsin,Helicopters Omniflight - Private,0,5,5,USA,1990-08-27,Monday
3668,1990,Qtr 3,August,29,Lockheed Martin,Lockheed C 5A68,Near Kaiserslautern Germany,Force Air U.S. - Military,0,13,17,Germany,1990-08-29,Wednesday
3669,1990,Qtr 3,September,3,Unknown,Piper PA 31,Kaltag Alaska,Service Flying Frontier,0,3,10,USA,1990-09-03,Monday
3670,1990,Qtr 3,September,11,Boeing,Boeing B 727,Off Newfoundland Canada,Faucett,0,18,18,Canada,1990-09-11,Tuesday
3671,1990,Qtr 3,September,12,Cessna,Cessna 441 Conquest IIOY CGM,Off Sondre Stromfjord Greenland,Air Nuna,0,8,8,Grenada,1990-09-12,Wednesday
3672,1990,Qtr 3,September,14,Yakovlev,Yakovlev YAK 42CCCP,Koltsovo Russia,Aeroflot,0,4,128,Russia,1990-09-14,Friday
3673,1990,Qtr 3,September,20,Embraer,Embraer 110P1 BandeirantePT FAW,Off Fernando de Noronha Brazil,SUDENE,0,12,12,Brazil,1990-09-20,Thursday
3674,1990,Qtr 3,September,24,Cessna,Cessna 501 CitationN79DD,San Luis Obispo California,Helicopters Hi,0,4,4,USA,1990-09-24,Monday
3675,1990,Qtr 4,October,2,Boeing,Boeing B 737,Guangzhou China,Airlines Xiamen / Airlines Southern China,0,128,226,China,1990-10-02,Tuesday
3676,1990,Qtr 4,October,3,McDonnell Douglas,McDonnell Douglas DC 9,Cape Canaveral Florida,Lines Air Eastern,0,1,97,USA,1990-10-03,Wednesday
3677,1990,Qtr 4,October,19,McDonnell Douglas,Douglas C 47B,Near Bella Vista Bolivia,BAFIN,0,4,4,Bolivia,1990-10-19,Friday
3678,1990,Qtr 4,October,24,Yakovlev,Yakovlev YAK 40CU,Santiago de Cuba Cuba,Aviacion de Cubana,0,11,31,Cuba,1990-10-24,Wednesday
3679,1990,Qtr 4,November,14,McDonnell Douglas,McDonnell Douglas DC 9,Stadelberg Switzerland,Alitalia,0,46,46,Switzerland,1990-11-14,Wednesday
3680,1990,Qtr 4,November,18,CASA,CASA 212 Aviocar 200FAC 1150,Near Medellin Colombia,Satena,0,16,16,Colombia,1990-11-18,Sunday
3681,1990,Qtr 4,November,19,Unknown,Mil Mi 8TCCCP,Near Ashkhabad Turkmenistan,USSRAeroflot,0,15,15,Turkmenistan,1990-11-19,Monday
3682,1990,Qtr 4,November,21,De Havilland,de Havilland Canada DHC 8,Koh Samui Thailand,Airways Bangkok,0,38,38,Thailand,1990-11-21,Wednesday
3683,1990,Qtr 4,November,25,Aérospatiale,Aerospatiale 330J PumaI EHPA,Off Ravenna Italy,Eitos,0,13,13,Italy,1990-11-25,Sunday
3684,1990,Qtr 4,December,3,Boeing,Boeing B 727,Romulus Michigan,Airlines Northwest Airlines/ Northwest,0,8,198,USA,1990-12-03,Monday
3685,1990,Qtr 4,December,4,Boeing,Boeing B 707,Nairobi Kenya,Cargo Air Sudania,0,10,10,Kenya,1990-12-04,Tuesday
3686,1990,Qtr 4,December,6,Industri Pesawat Terbang Nusantara (IPTN),IPTN 332C Super PumaPK PUI,Near Matak Indonesia,Service Air Pelita,0,10,12,Indonesia,1990-12-06,Thursday
3687,1991,Qtr 1,January,10,CASA,CASA 212 Aviocar 200ARV 0209,Near Paramo Mucuti Venezuela,Navy Venezuelan - Military,0,21,22,Venezuela,1991-01-10,Thursday
3688,1991,Qtr 1,January,30,CASA,CASA 212 Aviocar 200PK NCY,Jalaludin Indonesia,Airlines Nusantara Merpati,0,1,21,Indonesia,1991-01-30,Wednesday
3689,1991,Qtr 1,January,31,Unknown,Military   U.S. Air Force69,Near Ras Al Khafji Saudi,Hercules AC-130H ArabiaLockheed,0,14,14,Saudi Arabia,1991-01-31,Thursday
3690,1991,Qtr 1,February,1,Boeing,Boeing B 737,LAX Los,California          Angeles USAir / Skywest Airlines,0,34,101,USA,1991-02-01,Friday
3691,1991,Qtr 1,February,5,Lockheed Martin,Lockheed C 130H748,Near Nea Ankhialos Greece,Force Air Hellenic - Military,0,63,63,Greece,1991-02-05,Tuesday
3692,1991,Qtr 1,February,14,De Havilland,de Havilland Canada DHC 6 Twin Otter 300FAE447,Near Taisha Ecuador,Force Air Ecuadorean - Military,0,22,22,Ecuador,1991-02-14,Thursday
3693,1991,Qtr 1,February,17,McDonnell Douglas,McDonnell Douglas DC 9,Cleveland Ohio,Airlines International Ryan,0,2,2,USA,1991-02-17,Sunday
